Frame,Body Part,X,Y,UPDRS_gait
7069,LShoulder,292,70,1
7069,LElbow,278,125,1
7069,LHip,292,148,1
7069,LEye,264,46,1
7069,LEar,264,46,1
7069,Background,612,336,1
7070,Nose,250,54,1
7070,Neck,292,70,1
7070,RShoulder,292,70,1
7070,LShoulder,292,70,1
7070,LElbow,278,125,1
7070,LHip,292,148,1
7070,LEye,264,46,1
7070,LEar,264,46,1
7070,Background,612,336,1
7071,Nose,250,54,1
7071,Neck,292,70,1
7071,RShoulder,292,70,1
7071,LShoulder,292,70,1
7071,LElbow,278,125,1
7071,LHip,292,148,1
7071,LEye,264,46,1
7071,LEar,278,46,1
7071,Background,612,336,1
7072,Nose,250,54,1
7072,Neck,292,70,1
7072,RShoulder,292,70,1
7072,LShoulder,292,70,1
7072,LElbow,278,125,1
7072,LHip,292,148,1
7072,LEye,264,46,1
7072,LEar,278,46,1
7072,Background,612,336,1
7073,Nose,250,54,1
7073,Neck,292,70,1
7073,RShoulder,292,70,1
7073,LShoulder,292,70,1
7073,LElbow,278,125,1
7073,LEye,264,46,1
7073,LEar,278,46,1
7073,Background,612,336,1
7074,Nose,250,54,1
7074,Neck,292,70,1
7074,RShoulder,292,70,1
7074,LShoulder,292,70,1
7074,LElbow,278,125,1
7074,LEye,264,46,1
7074,LEar,278,46,1
7074,Background,612,336,1
7075,Nose,250,54,1
7075,Neck,292,70,1
7075,RShoulder,292,70,1
7075,LShoulder,292,70,1
7075,LElbow,278,125,1
7075,LEye,264,46,1
7075,LEar,278,46,1
7075,Background,612,336,1
7076,Nose,250,54,1
7076,Neck,292,70,1
7076,RShoulder,292,70,1
7076,LShoulder,292,70,1
7076,LElbow,278,125,1
7076,LEye,264,46,1
7076,LEar,278,46,1
7076,Background,612,336,1
7077,Nose,250,54,1
7077,Neck,292,70,1
7077,RShoulder,292,70,1
7077,LShoulder,292,70,1
7077,LElbow,278,125,1
7077,LEye,264,46,1
7077,LEar,278,46,1
7077,Background,612,336,1
7078,Nose,250,54,1
7078,Neck,292,70,1
7078,RShoulder,292,70,1
7078,LShoulder,292,70,1
7078,LElbow,278,125,1
7078,LEye,264,46,1
7078,LEar,278,46,1
7078,Background,612,336,1
7079,Nose,250,54,1
7079,Neck,292,70,1
7079,RShoulder,292,70,1
7079,LShoulder,292,70,1
7079,LElbow,278,125,1
7079,LEye,264,46,1
7079,LEar,278,46,1
7079,Background,612,336,1
7080,Nose,250,54,1
7080,Neck,292,70,1
7080,RShoulder,292,70,1
7080,LShoulder,292,70,1
7080,LElbow,278,125,1
7080,LEye,264,46,1
7080,LEar,278,46,1
7080,Background,612,336,1
7081,Nose,250,54,1
7081,Neck,292,70,1
7081,RShoulder,292,70,1
7081,LShoulder,292,70,1
7081,LElbow,278,125,1
7081,LEye,264,46,1
7081,LEar,278,46,1
7081,Background,612,336,1
7082,Nose,250,54,1
7082,Neck,292,70,1
7082,RShoulder,292,70,1
7082,LShoulder,292,70,1
7082,LElbow,278,125,1
7082,LEye,264,46,1
7082,LEar,278,46,1
7082,Background,612,336,1
7083,Nose,250,54,1
7083,Neck,292,70,1
7083,RShoulder,292,70,1
7083,LShoulder,306,70,1
7083,LElbow,278,125,1
7083,LEye,264,46,1
7083,LEar,278,46,1
7083,Background,612,336,1
7084,Nose,250,54,1
7084,Neck,292,70,1
7084,RShoulder,292,70,1
7084,LShoulder,306,70,1
7084,LElbow,278,125,1
7084,LEye,264,46,1
7084,LEar,278,46,1
7084,Background,612,336,1
7085,Nose,250,54,1
7085,Neck,292,70,1
7085,RShoulder,292,70,1
7085,LShoulder,306,70,1
7085,LElbow,278,125,1
7085,LEye,264,46,1
7085,LEar,278,46,1
7085,Background,612,336,1
7086,Nose,250,54,1
7086,Neck,292,70,1
7086,RShoulder,292,70,1
7086,LShoulder,306,70,1
7086,LElbow,278,125,1
7086,LEye,264,46,1
7086,LEar,278,46,1
7086,Background,612,336,1
7087,Nose,250,54,1
7087,Neck,292,70,1
7087,RShoulder,292,70,1
7087,LShoulder,306,70,1
7087,LElbow,278,125,1
7087,LEye,264,46,1
7087,LEar,278,46,1
7087,Background,612,336,1
7088,Nose,250,54,1
7088,Neck,292,70,1
7088,RShoulder,292,70,1
7088,LShoulder,306,70,1
7088,LElbow,278,125,1
7088,LEye,264,46,1
7088,LEar,278,46,1
7088,Background,612,336,1
7089,Nose,250,54,1
7089,Neck,292,70,1
7089,RShoulder,292,70,1
7089,LShoulder,306,70,1
7089,LElbow,278,125,1
7089,LEye,264,46,1
7089,LEar,278,46,1
7089,Background,612,336,1
7090,Nose,250,54,1
7090,Neck,292,70,1
7090,RShoulder,292,70,1
7090,LShoulder,306,70,1
7090,LElbow,278,125,1
7090,LEye,264,46,1
7090,LEar,278,46,1
7090,Background,612,336,1
7091,Nose,250,54,1
7091,Neck,292,70,1
7091,RShoulder,292,70,1
7091,LShoulder,306,70,1
7091,LElbow,278,125,1
7091,LEye,264,46,1
7091,LEar,278,46,1
7091,Background,612,336,1
7092,Nose,250,54,1
7092,Neck,292,70,1
7092,RShoulder,292,70,1
7092,LShoulder,306,70,1
7092,LElbow,292,125,1
7092,LEye,264,46,1
7092,LEar,278,46,1
7092,Background,612,336,1
7093,Nose,250,54,1
7093,Neck,292,70,1
7093,RShoulder,292,70,1
7093,LShoulder,306,70,1
7093,LElbow,292,125,1
7093,LEye,264,46,1
7093,LEar,278,46,1
7093,Background,612,336,1
7094,Nose,250,54,1
7094,Neck,292,70,1
7094,RShoulder,292,70,1
7094,LShoulder,306,70,1
7094,LElbow,278,125,1
7094,LEye,264,46,1
7094,LEar,278,46,1
7094,Background,612,336,1
7095,Nose,250,54,1
7095,Neck,292,70,1
7095,RShoulder,292,70,1
7095,LShoulder,306,70,1
7095,LElbow,292,125,1
7095,LHip,292,148,1
7095,LEye,264,46,1
7095,LEar,278,46,1
7095,Background,612,336,1
7096,Nose,250,54,1
7096,Neck,292,70,1
7096,RShoulder,292,70,1
7096,LShoulder,306,70,1
7096,LElbow,306,117,1
7096,LHip,292,148,1
7096,LEye,264,46,1
7096,LEar,278,46,1
7096,Background,612,336,1
7097,Nose,264,54,1
7097,Neck,292,70,1
7097,RShoulder,292,70,1
7097,LShoulder,306,70,1
7097,LElbow,292,125,1
7097,LHip,292,148,1
7097,LEye,264,46,1
7097,LEar,278,46,1
7097,Background,612,336,1
7098,Nose,264,54,1
7098,Neck,292,70,1
7098,RShoulder,292,70,1
7098,LShoulder,306,70,1
7098,LElbow,306,117,1
7098,LHip,292,148,1
7098,REye,264,46,1
7098,LEye,264,46,1
7098,LEar,278,46,1
7098,Background,612,336,1
7099,Nose,264,54,1
7099,Neck,292,70,1
7099,RShoulder,292,70,1
7099,LShoulder,306,78,1
7099,LElbow,306,117,1
7099,LHip,292,148,1
7099,REye,264,46,1
7099,LEye,264,46,1
7099,LEar,278,46,1
7099,Background,612,336,1
7100,Nose,264,54,1
7100,Neck,292,70,1
7100,RShoulder,292,70,1
7100,LShoulder,306,78,1
7100,LElbow,306,117,1
7100,LHip,292,148,1
7100,REye,264,46,1
7100,LEye,264,46,1
7100,LEar,278,46,1
7100,Background,612,336,1
7101,Nose,264,54,1
7101,Neck,292,70,1
7101,RShoulder,292,70,1
7101,LShoulder,306,70,1
7101,LElbow,292,125,1
7101,REye,264,46,1
7101,LEye,264,46,1
7101,LEar,278,46,1
7101,Background,612,336,1
7102,Nose,264,54,1
7102,Neck,292,70,1
7102,RShoulder,278,78,1
7102,LShoulder,306,70,1
7102,LElbow,292,125,1
7102,REye,264,46,1
7102,LEye,264,46,1
7102,LEar,278,46,1
7102,Background,612,336,1
7103,Nose,264,46,1
7103,Neck,292,70,1
7103,RShoulder,292,70,1
7103,LShoulder,306,78,1
7103,LElbow,292,125,1
7103,LWrist,292,172,1
7103,REye,264,46,1
7103,LEye,264,46,1
7103,LEar,278,46,1
7103,Background,612,336,1
7104,Nose,264,54,1
7104,Neck,292,70,1
7104,RShoulder,292,70,1
7104,LShoulder,306,78,1
7104,LElbow,292,125,1
7104,LWrist,292,172,1
7104,REye,264,46,1
7104,LEye,264,46,1
7104,LEar,278,46,1
7104,Background,612,336,1
7105,Nose,264,54,1
7105,Neck,292,70,1
7105,RShoulder,292,70,1
7105,LShoulder,306,78,1
7105,LElbow,292,125,1
7105,LWrist,278,172,1
7105,REye,264,46,1
7105,LEye,264,46,1
7105,LEar,278,46,1
7105,Background,612,336,1
7106,Nose,264,54,1
7106,Neck,292,70,1
7106,RShoulder,292,70,1
7106,LShoulder,306,78,1
7106,LElbow,292,125,1
7106,LWrist,278,172,1
7106,REye,264,46,1
7106,LEye,264,46,1
7106,LEar,278,46,1
7106,Background,612,336,1
7107,Nose,264,54,1
7107,Neck,292,78,1
7107,RShoulder,292,78,1
7107,LShoulder,306,78,1
7107,LElbow,292,133,1
7107,LWrist,278,172,1
7107,REye,264,46,1
7107,LEye,264,46,1
7107,LEar,278,46,1
7107,Background,612,336,1
7108,Nose,264,54,1
7108,Neck,292,78,1
7108,RShoulder,292,78,1
7108,LShoulder,306,78,1
7108,LElbow,292,133,1
7108,LWrist,278,172,1
7108,REye,264,46,1
7108,LEye,264,46,1
7108,LEar,278,46,1
7108,Background,612,336,1
7109,Nose,264,46,1
7109,Neck,292,78,1
7109,RShoulder,278,78,1
7109,LShoulder,306,78,1
7109,LElbow,278,133,1
7109,LWrist,292,172,1
7109,REye,264,46,1
7109,LEye,264,46,1
7109,LEar,278,46,1
7109,Background,612,336,1
7110,Nose,264,54,1
7110,Neck,292,78,1
7110,RShoulder,278,78,1
7110,LShoulder,306,78,1
7110,LElbow,278,133,1
7110,LWrist,292,172,1
7110,REye,264,46,1
7110,LEye,264,46,1
7110,LEar,278,46,1
7110,Background,612,336,1
7111,Nose,264,54,1
7111,Neck,292,78,1
7111,RShoulder,278,78,1
7111,LShoulder,306,78,1
7111,LElbow,292,133,1
7111,LWrist,292,172,1
7111,REye,264,46,1
7111,LEye,264,46,1
7111,LEar,278,46,1
7111,Background,612,336,1
7112,Nose,264,54,1
7112,Neck,292,78,1
7112,RShoulder,278,78,1
7112,LShoulder,306,78,1
7112,LElbow,292,133,1
7112,LWrist,278,172,1
7112,REye,264,46,1
7112,LEye,264,46,1
7112,LEar,278,46,1
7112,Background,612,336,1
7113,Nose,264,46,1
7113,Neck,292,78,1
7113,RShoulder,278,78,1
7113,LShoulder,306,78,1
7113,LElbow,292,125,1
7113,REye,264,46,1
7113,LEye,264,46,1
7113,LEar,292,46,1
7113,Background,612,336,1
7114,Nose,264,54,1
7114,Neck,292,78,1
7114,RShoulder,278,78,1
7114,LShoulder,306,78,1
7114,LElbow,292,125,1
7114,REye,264,46,1
7114,LEye,264,46,1
7114,LEar,292,46,1
7114,Background,612,336,1
7115,Nose,264,54,1
7115,Neck,292,78,1
7115,RShoulder,278,78,1
7115,LShoulder,306,78,1
7115,LElbow,320,117,1
7115,REye,264,46,1
7115,LEye,264,46,1
7115,LEar,292,46,1
7115,Background,612,336,1
7116,Nose,264,54,1
7116,Neck,292,78,1
7116,RShoulder,278,78,1
7116,LShoulder,306,78,1
7116,LElbow,320,117,1
7116,REye,264,46,1
7116,LEye,264,46,1
7116,LEar,292,46,1
7116,Background,612,336,1
7117,Nose,264,54,1
7117,Neck,292,78,1
7117,RShoulder,278,78,1
7117,LShoulder,306,78,1
7117,LElbow,320,117,1
7117,LWrist,292,164,1
7117,REye,264,46,1
7117,LEye,264,46,1
7117,LEar,292,46,1
7117,Background,612,336,1
7118,Nose,264,54,1
7118,Neck,292,78,1
7118,RShoulder,278,78,1
7118,LShoulder,306,78,1
7118,LElbow,320,117,1
7118,LWrist,292,164,1
7118,REye,264,46,1
7118,LEye,264,46,1
7118,LEar,292,46,1
7118,Background,612,336,1
7119,Nose,264,54,1
7119,Neck,292,78,1
7119,RShoulder,278,78,1
7119,LShoulder,306,78,1
7119,LElbow,320,117,1
7119,REye,264,46,1
7119,LEye,264,46,1
7119,LEar,292,46,1
7119,Background,612,336,1
7120,Nose,264,54,1
7120,Neck,292,78,1
7120,RShoulder,278,78,1
7120,LShoulder,306,78,1
7120,LElbow,320,117,1
7120,REye,264,46,1
7120,LEye,264,46,1
7120,LEar,292,46,1
7120,Background,612,336,1
7121,Nose,264,54,1
7121,Neck,292,78,1
7121,RShoulder,278,78,1
7121,LShoulder,306,78,1
7121,LElbow,320,117,1
7121,REye,264,46,1
7121,LEye,264,46,1
7121,LEar,292,46,1
7121,Background,612,336,1
7122,Nose,264,54,1
7122,Neck,292,78,1
7122,RShoulder,278,78,1
7122,LShoulder,306,78,1
7122,LElbow,320,117,1
7122,REye,264,46,1
7122,LEye,264,46,1
7122,LEar,292,46,1
7122,Background,612,336,1
7123,Nose,264,54,1
7123,Neck,292,78,1
7123,RShoulder,278,78,1
7123,LShoulder,306,78,1
7123,LElbow,320,117,1
7123,RHip,306,172,1
7123,REye,264,46,1
7123,LEye,264,46,1
7123,LEar,292,46,1
7123,Background,612,336,1
7124,Nose,264,54,1
7124,Neck,292,78,1
7124,RShoulder,278,78,1
7124,LShoulder,306,78,1
7124,LElbow,320,117,1
7124,RHip,306,180,1
7124,REye,264,46,1
7124,LEye,264,46,1
7124,LEar,292,46,1
7124,Background,612,336,1
7125,Nose,264,54,1
7125,Neck,292,78,1
7125,RShoulder,278,78,1
7125,LShoulder,306,78,1
7125,LElbow,320,117,1
7125,RHip,306,180,1
7125,LHip,292,172,1
7125,REye,264,46,1
7125,LEye,264,46,1
7125,LEar,292,46,1
7125,Background,612,336,1
7126,Nose,264,54,1
7126,Neck,292,78,1
7126,RShoulder,278,78,1
7126,LShoulder,306,78,1
7126,LElbow,320,117,1
7126,RHip,306,180,1
7126,LHip,292,172,1
7126,REye,264,46,1
7126,LEye,264,46,1
7126,LEar,292,46,1
7126,Background,612,336,1
7127,Nose,264,46,1
7127,Neck,292,78,1
7127,RShoulder,278,78,1
7127,LShoulder,306,78,1
7127,LElbow,320,117,1
7127,RHip,292,180,1
7127,LHip,292,172,1
7127,REye,264,46,1
7127,LEye,264,46,1
7127,LEar,292,46,1
7127,Background,612,336,1
7128,Nose,264,46,1
7128,Neck,292,78,1
7128,RShoulder,278,78,1
7128,LShoulder,306,78,1
7128,LElbow,320,117,1
7128,RHip,292,180,1
7128,LHip,292,172,1
7128,REye,264,46,1
7128,LEye,264,46,1
7128,LEar,292,46,1
7128,Background,612,336,1
7129,Nose,264,54,1
7129,Neck,292,78,1
7129,RShoulder,278,78,1
7129,LShoulder,306,78,1
7129,LElbow,320,117,1
7129,RHip,306,172,1
7129,LHip,292,172,1
7129,REye,264,46,1
7129,LEye,264,46,1
7129,LEar,292,46,1
7129,Background,612,336,1
7130,Nose,264,54,1
7130,Neck,292,78,1
7130,RShoulder,278,78,1
7130,LShoulder,306,78,1
7130,LElbow,320,117,1
7130,RHip,292,172,1
7130,LHip,292,164,1
7130,REye,264,46,1
7130,LEye,264,46,1
7130,LEar,292,46,1
7130,Background,612,336,1
7131,Nose,264,54,1
7131,Neck,292,78,1
7131,RShoulder,278,78,1
7131,LShoulder,306,78,1
7131,LElbow,320,117,1
7131,RHip,292,156,1
7131,LHip,292,156,1
7131,REye,264,46,1
7131,LEye,264,46,1
7131,LEar,292,46,1
7131,Background,612,336,1
7132,Nose,264,54,1
7132,Neck,292,78,1
7132,RShoulder,278,78,1
7132,LShoulder,306,78,1
7132,LElbow,320,117,1
7132,RHip,292,156,1
7132,LHip,292,156,1
7132,REye,264,46,1
7132,LEye,264,46,1
7132,LEar,292,46,1
7132,Background,612,336,1
7133,Nose,264,54,1
7133,Neck,292,78,1
7133,RShoulder,278,78,1
7133,LShoulder,306,78,1
7133,LElbow,320,117,1
7133,RHip,306,172,1
7133,LHip,292,172,1
7133,REye,264,46,1
7133,LEye,264,46,1
7133,LEar,292,46,1
7133,Background,612,336,1
7134,Nose,264,46,1
7134,Neck,292,78,1
7134,RShoulder,278,78,1
7134,LShoulder,306,78,1
7134,LElbow,320,117,1
7134,RHip,306,172,1
7134,LHip,292,172,1
7134,REye,264,46,1
7134,LEye,264,46,1
7134,LEar,292,46,1
7134,Background,612,336,1
7135,Nose,264,46,1
7135,Neck,292,78,1
7135,RShoulder,278,78,1
7135,RElbow,278,109,1
7135,LShoulder,306,78,1
7135,LElbow,320,117,1
7135,RHip,306,172,1
7135,LHip,292,172,1
7135,REye,264,46,1
7135,LEye,278,46,1
7135,LEar,292,46,1
7135,Background,612,336,1
7136,Nose,264,46,1
7136,Neck,292,78,1
7136,RShoulder,278,78,1
7136,RElbow,278,109,1
7136,LShoulder,306,78,1
7136,LElbow,320,117,1
7136,RHip,306,172,1
7136,LHip,292,172,1
7136,REye,264,46,1
7136,LEye,278,46,1
7136,LEar,292,46,1
7136,Background,612,336,1
7137,Nose,264,46,1
7137,Neck,292,78,1
7137,RShoulder,278,78,1
7137,LShoulder,306,78,1
7137,LElbow,320,117,1
7137,RHip,292,180,1
7137,RKnee,292,234,1
7137,LHip,292,172,1
7137,REye,264,46,1
7137,LEye,278,46,1
7137,LEar,292,46,1
7137,Background,612,336,1
7138,Nose,264,46,1
7138,Neck,292,78,1
7138,RShoulder,278,78,1
7138,LShoulder,306,78,1
7138,LElbow,320,117,1
7138,RHip,292,180,1
7138,RKnee,292,234,1
7138,LHip,306,172,1
7138,REye,264,46,1
7138,LEye,278,46,1
7138,LEar,292,46,1
7138,Background,612,336,1
7139,Nose,264,46,1
7139,Neck,292,78,1
7139,RShoulder,278,78,1
7139,LShoulder,306,78,1
7139,LElbow,333,117,1
7139,RHip,292,180,1
7139,RKnee,292,234,1
7139,LHip,306,180,1
7139,REye,264,39,1
7139,LEye,278,46,1
7139,LEar,292,46,1
7139,Background,612,336,1
7140,Nose,264,46,1
7140,Neck,292,78,1
7140,RShoulder,278,78,1
7140,LShoulder,306,78,1
7140,LElbow,333,117,1
7140,RHip,292,180,1
7140,RKnee,292,234,1
7140,LHip,306,180,1
7140,REye,264,46,1
7140,LEye,278,46,1
7140,LEar,292,46,1
7140,Background,612,336,1
7141,Nose,264,46,1
7141,Neck,292,78,1
7141,RShoulder,278,78,1
7141,LShoulder,306,78,1
7141,LElbow,333,117,1
7141,RHip,292,180,1
7141,RKnee,292,234,1
7141,LHip,306,172,1
7141,REye,264,39,1
7141,LEye,278,46,1
7141,LEar,292,46,1
7141,Background,612,336,1
7142,Nose,264,46,1
7142,Neck,306,78,1
7142,RShoulder,278,78,1
7142,LShoulder,306,78,1
7142,LElbow,333,117,1
7142,RHip,292,180,1
7142,RKnee,292,234,1
7142,LHip,306,172,1
7142,LEye,278,46,1
7142,LEar,292,46,1
7142,Background,612,336,1
7143,Nose,264,46,1
7143,Neck,306,78,1
7143,RShoulder,278,78,1
7143,LShoulder,320,78,1
7143,LElbow,333,117,1
7143,RHip,292,180,1
7143,RKnee,292,234,1
7143,LHip,306,172,1
7143,LKnee,306,234,1
7143,LEye,278,46,1
7143,LEar,292,46,1
7143,Background,612,336,1
7144,Nose,264,46,1
7144,Neck,306,78,1
7144,RShoulder,278,78,1
7144,LShoulder,320,78,1
7144,LElbow,333,117,1
7144,RHip,292,180,1
7144,RKnee,292,234,1
7144,LHip,306,180,1
7144,REye,264,39,1
7144,LEye,278,46,1
7144,LEar,292,46,1
7144,Background,612,336,1
7145,Nose,264,46,1
7145,Neck,306,78,1
7145,RShoulder,278,78,1
7145,LShoulder,320,78,1
7145,LElbow,333,117,1
7145,RHip,292,180,1
7145,RKnee,292,234,1
7145,LHip,306,180,1
7145,REye,264,39,1
7145,LEye,278,46,1
7145,LEar,292,46,1
7145,Background,612,336,1
7146,Nose,264,46,1
7146,Neck,306,78,1
7146,RShoulder,278,78,1
7146,LShoulder,320,78,1
7146,LElbow,333,117,1
7146,RHip,292,180,1
7146,RKnee,292,234,1
7146,LHip,306,180,1
7146,LKnee,306,234,1
7146,REye,264,39,1
7146,LEye,278,46,1
7146,LEar,292,46,1
7146,Background,612,336,1
7147,Nose,264,54,1
7147,Neck,306,78,1
7147,RShoulder,278,78,1
7147,LShoulder,320,78,1
7147,LElbow,333,117,1
7147,RHip,292,180,1
7147,RKnee,292,234,1
7147,LHip,306,180,1
7147,LKnee,306,234,1
7147,REye,264,39,1
7147,LEye,278,46,1
7147,LEar,292,46,1
7147,Background,612,336,1
7148,Nose,264,54,1
7148,Neck,306,78,1
7148,RShoulder,278,78,1
7148,LShoulder,320,78,1
7148,LElbow,333,117,1
7148,RHip,292,180,1
7148,RKnee,292,234,1
7148,LHip,306,180,1
7148,LKnee,306,234,1
7148,LEye,278,46,1
7148,LEar,292,46,1
7148,Background,612,336,1
7149,Nose,264,46,1
7149,Neck,306,78,1
7149,RShoulder,278,78,1
7149,RElbow,278,109,1
7149,LShoulder,320,78,1
7149,LElbow,333,117,1
7149,RHip,292,180,1
7149,RKnee,292,234,1
7149,LHip,306,180,1
7149,LKnee,306,234,1
7149,REye,264,46,1
7149,LEye,278,46,1
7149,LEar,292,46,1
7149,Background,612,336,1
7150,Nose,264,54,1
7150,Neck,306,78,1
7150,RShoulder,278,78,1
7150,LShoulder,320,78,1
7150,LElbow,333,117,1
7150,RHip,292,180,1
7150,RKnee,292,234,1
7150,LHip,306,180,1
7150,LKnee,306,234,1
7150,REye,264,39,1
7150,LEye,278,46,1
7150,LEar,292,46,1
7150,Background,612,336,1
7151,Nose,264,46,1
7151,Neck,306,78,1
7151,RShoulder,278,78,1
7151,RElbow,278,109,1
7151,LShoulder,320,78,1
7151,LElbow,333,109,1
7151,RHip,292,180,1
7151,RKnee,292,234,1
7151,LHip,306,180,1
7151,LKnee,306,234,1
7151,REye,278,39,1
7151,LEye,278,46,1
7151,LEar,292,46,1
7151,Background,612,336,1
7152,Nose,264,46,1
7152,Neck,306,78,1
7152,RShoulder,278,78,1
7152,RElbow,278,109,1
7152,LShoulder,320,78,1
7152,LElbow,333,109,1
7152,RHip,292,180,1
7152,RKnee,292,234,1
7152,LHip,306,180,1
7152,LKnee,306,242,1
7152,REye,278,39,1
7152,LEye,278,46,1
7152,LEar,292,46,1
7152,Background,612,336,1
7153,Nose,264,46,1
7153,Neck,306,78,1
7153,RShoulder,278,78,1
7153,RElbow,278,117,1
7153,LShoulder,320,78,1
7153,LElbow,333,109,1
7153,RHip,292,180,1
7153,RKnee,292,234,1
7153,LHip,306,180,1
7153,LKnee,306,242,1
7153,REye,264,46,1
7153,LEye,278,46,1
7153,LEar,292,46,1
7153,Background,612,336,1
7154,Nose,264,54,1
7154,Neck,306,78,1
7154,RShoulder,278,78,1
7154,RElbow,278,117,1
7154,LShoulder,320,78,1
7154,LElbow,333,109,1
7154,RHip,292,180,1
7154,RKnee,292,234,1
7154,LHip,306,180,1
7154,LKnee,306,242,1
7154,REye,278,39,1
7154,LEye,278,46,1
7154,LEar,292,46,1
7154,Background,612,336,1
7155,Nose,264,54,1
7155,Neck,306,78,1
7155,RShoulder,278,78,1
7155,RElbow,278,117,1
7155,LShoulder,320,78,1
7155,LElbow,333,109,1
7155,RHip,292,180,1
7155,RKnee,292,242,1
7155,LHip,306,180,1
7155,LKnee,306,242,1
7155,REye,278,39,1
7155,LEye,278,46,1
7155,LEar,292,46,1
7155,Background,612,336,1
7156,Nose,264,54,1
7156,Neck,306,78,1
7156,RShoulder,278,78,1
7156,RElbow,278,117,1
7156,LShoulder,320,78,1
7156,LElbow,333,109,1
7156,RHip,292,180,1
7156,RKnee,292,234,1
7156,LHip,306,180,1
7156,LKnee,306,242,1
7156,REye,278,39,1
7156,LEye,278,46,1
7156,LEar,292,46,1
7156,Background,612,336,1
7157,Nose,264,46,1
7157,Neck,306,78,1
7157,RShoulder,278,78,1
7157,RElbow,278,117,1
7157,LShoulder,320,78,1
7157,LElbow,333,109,1
7157,RHip,292,180,1
7157,RKnee,292,242,1
7157,LHip,306,180,1
7157,LKnee,306,242,1
7157,REye,278,39,1
7157,LEye,278,46,1
7157,LEar,292,46,1
7157,Background,612,336,1
7158,Nose,278,46,1
7158,Neck,306,78,1
7158,RShoulder,278,78,1
7158,RElbow,278,117,1
7158,LShoulder,320,78,1
7158,LElbow,333,117,1
7158,RHip,292,180,1
7158,RKnee,292,234,1
7158,LHip,306,180,1
7158,LKnee,306,242,1
7158,REye,278,39,1
7158,LEye,278,46,1
7158,LEar,292,46,1
7158,Background,612,336,1
7159,Nose,278,46,1
7159,Neck,306,78,1
7159,RShoulder,278,78,1
7159,RElbow,278,117,1
7159,LShoulder,320,78,1
7159,LElbow,333,117,1
7159,RHip,292,180,1
7159,RKnee,292,234,1
7159,LHip,320,180,1
7159,LKnee,306,242,1
7159,REye,278,46,1
7159,LEye,278,46,1
7159,REar,264,46,1
7159,LEar,292,46,1
7159,Background,612,336,1
7160,Nose,278,46,1
7160,Neck,306,78,1
7160,RShoulder,278,78,1
7160,RElbow,278,117,1
7160,LShoulder,320,78,1
7160,LElbow,333,117,1
7160,RHip,292,180,1
7160,RKnee,292,242,1
7160,LHip,320,180,1
7160,LKnee,306,242,1
7160,REye,278,46,1
7160,LEye,278,46,1
7160,REar,264,46,1
7160,LEar,292,46,1
7160,Background,612,336,1
7161,Nose,278,46,1
7161,Neck,306,78,1
7161,RShoulder,278,78,1
7161,RElbow,278,117,1
7161,LShoulder,320,78,1
7161,LElbow,333,117,1
7161,RHip,292,180,1
7161,RKnee,292,242,1
7161,RAnkle,306,305,1
7161,LHip,306,180,1
7161,LKnee,306,242,1
7161,REye,278,46,1
7161,LEye,278,46,1
7161,REar,264,46,1
7161,LEar,292,46,1
7161,Background,612,336,1
7162,Nose,278,46,1
7162,Neck,306,78,1
7162,RShoulder,278,78,1
7162,RElbow,278,117,1
7162,LShoulder,320,78,1
7162,LElbow,333,117,1
7162,RHip,292,180,1
7162,RKnee,292,242,1
7162,RAnkle,306,305,1
7162,LHip,306,180,1
7162,LKnee,306,242,1
7162,REye,278,46,1
7162,LEye,278,46,1
7162,REar,264,46,1
7162,LEar,292,46,1
7162,Background,612,336,1
7163,Nose,278,46,1
7163,Neck,306,78,1
7163,RShoulder,278,78,1
7163,RElbow,278,117,1
7163,LShoulder,320,78,1
7163,LElbow,333,117,1
7163,RHip,292,180,1
7163,RKnee,292,242,1
7163,RAnkle,306,305,1
7163,LHip,306,180,1
7163,LKnee,306,242,1
7163,REye,278,46,1
7163,LEye,278,46,1
7163,REar,264,46,1
7163,LEar,292,46,1
7163,Background,612,336,1
7164,Nose,278,46,1
7164,Neck,306,78,1
7164,RShoulder,278,78,1
7164,RElbow,278,117,1
7164,LShoulder,320,78,1
7164,LElbow,333,117,1
7164,RHip,292,180,1
7164,RKnee,292,242,1
7164,RAnkle,306,305,1
7164,LHip,306,180,1
7164,LKnee,306,242,1
7164,REye,278,46,1
7164,LEye,278,46,1
7164,REar,264,46,1
7164,LEar,292,46,1
7164,Background,612,336,1
7165,Nose,278,46,1
7165,Neck,306,78,1
7165,RShoulder,278,78,1
7165,RElbow,278,117,1
7165,LShoulder,320,78,1
7165,LElbow,333,117,1
7165,RHip,292,180,1
7165,RKnee,292,242,1
7165,RAnkle,306,305,1
7165,LHip,306,180,1
7165,LKnee,306,242,1
7165,REye,278,46,1
7165,LEye,278,46,1
7165,REar,264,46,1
7165,LEar,292,46,1
7165,Background,612,336,1
7166,Nose,278,46,1
7166,Neck,306,78,1
7166,RShoulder,278,78,1
7166,RElbow,278,117,1
7166,LShoulder,320,78,1
7166,LElbow,333,117,1
7166,RHip,292,180,1
7166,RKnee,278,242,1
7166,RAnkle,306,305,1
7166,LHip,320,180,1
7166,LKnee,306,242,1
7166,REye,278,46,1
7166,LEye,278,46,1
7166,REar,264,46,1
7166,LEar,292,46,1
7166,Background,612,336,1
7167,Nose,278,46,1
7167,Neck,306,78,1
7167,RShoulder,278,78,1
